Company,City,Country,Industry,Investor,Last Valuation,Unicorn
Melio,New York,United States,Fintech,Accel,4000000000,1
BrowserStack,Dublin,Ireland,Internet software & services,Accel,4000000000,1
Clubhouse,San Francisco,United States,Mobile & telecommunications,Andreessen Horowitz,4000000000,1
Zapier,Sunnyvale,United States,Internet software & services,Sequoia Capital,4000000000,1
PointClickCare,Mississauga,Canada,Internet software & services,Dragoneer Investment Group,4000000000,1
CRED,Bengaluru,India,Fintech,Tiger Global Management,4010000000,1
Weee!,Fremont,United States,"Supply chain, logistics, & delivery",Goodwater Capital,4100000000,1
BitPanda,Vienna,Austria,Fintech,Speedinvest,4110000000,1
SSENSE,Montreal,Canada,E-commerce & direct-to-consumer,Sequoia Capital,4150000000,1
dbt Labs,Philadelphia,United States,Data management & analytics,Andreessen Horowitz,4200000000,1
Socure,New York,United States,Cybersecurity,Two Sigma Ventures,4500000000,1
Lendable,London,United Kingdom,Fintech,Ontario Teachers' Pension Plan,4580000000,1
Color,Burlingame,United States,Health,General Catalyst,4600000000,1
Pleo,Copenhagen,Denmark,Fintech,Creandum,4700000000,1
Chipone,Beijing,China,Hardware,China Grand Prosperity Investment,4730000000,1
Reify Health,Boston,United States,Health,Sierra Ventures,4800000000,1
Cerebral,San Francisco,United States,Health,Oak HC/FT Partners,4800000000,1
Meesho,Bengaluru,India,Internet software & services,Venture Highway,4900000000,1
ShareChat,Bengaluru,India,Internet software & services,India Quotient,5000000000,1
Hopper,Montreal,Canada,Travel,Capital One Growth Ventures,5000000000,1
OfBusiness,Gurgaon,India,E-commerce & direct-to-consumer,Matrix Partners India,5000000000,1
ZEPZ,London,United Kingdom,Fintech,Accel,5000000000,1
Mambu,Amsterdam,Netherlands,Fintech,Runa Capital,5500000000,1
Trade Republic,Berlin,Germany,Fintech,Founders Fund. Accel,5360000000,1
ContentSquare,Paris,France,Internet software & services,Highland Europe,5600000000,1
Back Market,Paris,France,E-commerce & direct-to-consumer,Aglae Ventures,5700000000,1
6Sense,San Francisco,United States,Artificial intelligence,Venrock,5200000000,1
Wiz,Tel Aviv,Israel,Cybersecurity,Insight Partners,6000000000,1
Benchling,San Francisco,United States,Internet software & services,Thrive Capital,6100000000,1
Black Unicorn Factory,Los Angeles,United States,Other,Barter Ventures,6100000000,1
1Password,Toronto,Canada,Cybersecurity,Slack Fund,6800000000,1
ConsenSys,New York,United States,Fintech,Third Point,7000000000,1
Gemini,New York,United States,Fintech,Morgan Creek Digital,7100000000,1
Dapper Labs,Vancouver,Canada,Internet software & services,Union Square Ventures,7600000000,1
Caris Life Sciences,Irving,United States,Health,Sixth Street Partners,7830000000,1
FalconX,San Mateo,United States,Fintech,Tiger Global Management,8000000000,1
Fireblocks,New York,United States,Fintech,Tenaya Capital,8000000000,1
Ramp,New York,United States,Fintech,D1 Capital Partners,8100000000,1
Personio,Munich,Germany,Internet software & services,Global Founders Capital,8500000000,1
Digital Currency Group,New York,United States,Fintech,Ribbit Capital,10000000000,1
Weilong,Luohe,China,Consumer & retail,Tencent Holdings,10880000000,1
Alchemy,San Francisco,United States,Fintech,DFJ Growth Fund,10200000000,1
Bolt,San Francisco,United States,Fintech,Activant Capital,11000000000,1
ZongMu Technology,Shanghai,China,Auto & transportation,LTW Capital,11400000000,1
Getir,Istanbul,Turkey,"Supply chain, logistics, & delivery",Tiger Global Management,11800000000,1
Deel,San Francisco,United States,Fintech,Andreessen Horowitz,12000000000,1
GoodLeap,Roseville,United States,Internet software & services,New Enterprise Associates,12000000000,1
OpenSea,New York,United States,Internet software & services,Andreessen Horowitz,13300000000,1
Blockchain.com,London,United Kingdom,Fintech,Lightspeed Venture Partners,14000000000,1
J&T Express,Jakarta,Indonesia,"Supply chain, logistics, & delivery",Hillhouse Capital Management,20000000000,1
FTX,,Bahamas,Fintech,Sequoia Capital,32000000000,1
Gousto,London,United Kingdom,"Supply chain, logistics, & delivery",MMC Ventures,1700000000,1
Playco,Tokyo,Japan,Other,Sozo Ventures,1000000000,1
Infobip,Vodnjan,Croatia,Mobile & telecommunications,One Equity Partners,1000000000,1
Orca Bio,Menlo Park,United States,Health,Lightspeed Venture Partners,1000000000,1
Quizlet,San Francisco,United States,Edtech,Union Square Ventures,1000000000,1
Emerging Markets Property Group,Dubai,United Arab Emirates,Other,OLX Group,1000000000,1
Hotmart,Amsterdam,Netherlands,E-commerce & direct-to-consumer,Technology Crossover Ventures,1000000000,1
Pharmapacks,Islandia,United States,E-commerce & direct-to-consumer,The Carlyle Group,1100000000,1
Sisense,New York,United States,Data management & analytics,Opus Capital,1100000000,1
Venafi,Salt Lake City,United States,Cybersecurity,Pelion Venture Partners,1150000000,1
Qumulo,Seattle,United States,Data management & analytics,Madrona Venture Group,1200000000,1
Workhuman,Dublin,Ireland,Internet software & services,ICG,1200000000,1
Manner,Shanghai,China,Other,Coatue Management,1300000000,1
Everly Health,Austin,United States,Health,Highland Capital Partners,1300000000,1
InSightec,Tirat Carmel,Israel,Health,York Capital Management,1300000000,1
Alzheon,Framingham,United States,Health,ARCH Venture Partners,1310000000,1
Justworks,New York,United States,Internet software & services,Index Ventures,1430000000,1
Gymshark,Solihull,United Kingdom,E-commerce & direct-to-consumer,General Atlantic,1450000000,1
Zenoti,Bellevue,United States,Internet software & services,Norwest Venture Partners,1500000000,1
Strava,San Francisco,United States,Internet software & services,Jackson Square Ventures,1500000000,1
GalaxySpace,Beijing,China,Mobile & telecommunications,Shunwei Capital Partners,1580000000,1
Everlaw,Oakland,United States,Internet software & services,K9 Ventures,2000000000,1
Apeel Sciences,Goleta,United States,Other,Upfront Ventures,2000000000,1
ISN,Dallas,United States,"Supply chain, logistics, & delivery",Blackstone,2000000000,1
Unqork,New York,United States,Fintech,Blackrock,2000000000,1
Xingyun Group,Shenzhen,China,E-commerce & direct-to-consumer,Matrix Partners China,2000000000,1
Redis Labs,Mountain View,United States,Data management & analytics,Viola Ventures,2000000000,1
Keep,Beijing,China,Internet software & services,Bertelsmann Asia Investments,2000000000,1
AppsFlyer,San Francisco,United States,Mobile & telecommunications,Magma Venture Partners,2000000000,1
Eightfold.ai,Santa Clara,United States,Internet software & services,Foundation Capital,2100000000,1
FirstCry,Pune,India,E-commerce & direct-to-consumer,SoftBank Group,2100000000,1
Hesai Tech,Shanghai,China,Artificial intelligence,Lightspeed China Partners,2180000000,1
Dialpad,San Francisco,United States,Internet software & services,Andreessen Horowitz,2200000000,1
Greenlight,Atlanta,United States,Fintech,Relay Ventures,2300000000,1
Voodoo,Paris,France,Other,Tencent Holdings,2310000000,1
Biren Technology,Shanghai,China,Hardware,V FUND,2320000000,1
Cato Networks,Tel Aviv,Israel,Cybersecurity,Aspect Ventures,2500000000,1
o9 Solutions,Dallas,United States,Artificial intelligence,KKR,2700000000,1
Loft,Sao Paulo,Brazil,E-commerce & direct-to-consumer,Monashees+,2900000000,1
Via,New York,United States,Auto & transportation,83North,3300000000,1
ApplyBoard,Kitchener,Canada,Edtech,Artiman Ventures,3200000000,1
HighRadius,Houston,United States,Fintech,Susquehanna Growth Equity,3100000000,1
Cars24,Gurgaon,India,E-commerce & direct-to-consumer,Moore Strategic Ventures,3300000000,1
Komodo Health,San Francisco,United States,Health,Andreessen Horowitz,3300000000,1
ECARX,Wuhan,China,Auto & transportation,Geely,3310000000,1
Unacademy,Bengaluru,India,Edtech,Blume Ventures,3440000000,1
Tekion,San Ramon,United States,Internet software & services,Airbus Ventures,3500000000,1
Mirakl,Paris,France,E-commerce & direct-to-consumer,Elaia Partners,3500000000,1
HyalRoute,,Singapore,Mobile & telecommunications,Kuang-Chi,3500000000,1
Course Hero,Redwood City,United States,Edtech,NewView Capital,3600000000,1
Applied Intuition,Sunnyvale,United States,Auto & transportation,Andreessen Horowitz,3600000000,1
Whoop,Boston,United States,E-commerce & direct-to-consumer,NextView Ventures,3600000000,1
GOAT,Culver City,United States,E-commerce & direct-to-consumer,Upfront Ventures,3700000000,1
VAST Data,New York,United States,Data management & analytics,Norwest Venture Partners,3700000000,1
MessageBird,Amsterdam,Netherlands,Mobile & telecommunications,Y Combinator,3800000000,1
ClickUp,San Diego,United States,Internet software & services,Georgian Partners,4000000000,1
Olive,Columbus,United States,Health,Drive Capital,4000000000,1
Skydance Media,Santa Monica,United States,Other,RedBird Capital Partners,4000000000,1
Arctic Wolf Networks,Eden Prairie,United States,Cybersecurity,Lightspeed Venture Partners,4300000000,1
WeRide,Guangzhou,China,Auto & transportation,Atop Capital,4400000000,1
Creditas,Sao Paulo,Brazil,Fintech,Kaszek Ventures,4800000000,1
VerSe Innovation(Dailyhunt),Bengaluru,India,Internet software & services,Falcon Edge Capital,5000000000,1
Pine Labs,Noida,India,Fintech,Sequoia Capital India,5000000000,1
Moon Active,Tel Aviv,Israel,Mobile & telecommunications,Insight Partners,5000000000,1
Howden Group Holdings,London,United Kingdom,Other,General Atlantic,5000000000,1
C6 Bank,Sao Paulo,Brazil,Fintech,Credit Suisse,5050000000,1
FiveTran,Oakland,United States,Data management & analytics,Matrix Partners,5600000000,1
Postman,San Francisco,United States,Internet software & services,Nexus Venture Partners,5600000000,1
Mollie,Amsterdam,Netherlands,Fintech,Technology Crossover Ventures,6500000000,1
National Stock Exchange of India,Mumbai,India,Fintech,TA Associates,6500000000,1
SVOLT,Changzhou,China,Auto & transportation,IDG Capital,6510000000,1
Ro,New York,United States,Health,Initialized Capital,7000000000,1
Razorpay,Bengaluru,India,Fintech,Sequoia Capital India,7500000000,1
Hopin,London,United Kingdom,Internet software & services,Accel,7750000000,1
Tipalti,San Mateo,United States,Fintech,01 Advisors,8300000000,1
Chainalysis,New York,United States,Fintech,Addition,8600000000,1
Snyk,Boston,United States,Cybersecurity,BOLDstart Ventures,8600000000,1
Kavak,Lerma de Villada,Mexico,E-commerce & direct-to-consumer,DST Global,8700000000,1
Klaviyo,Boston,United States,Internet software & services,Summit Partners,9200000000,1
Thrasio,Walpole,United States,E-commerce & direct-to-consumer,Upper90,10000000000,1
Notion Labs,San Francisco,United States,Internet software & services,Index Ventures,10000000000,1
Rippling,San Francisco,United States,Internet software & services,Initialized Capital,11250000000,1
Xingsheng Selected,Changsha,China,E-commerce & direct-to-consumer,KKR,12000000000,1
Yuanqi Senlin,Beijing,China,Consumer & retail,Sequoia Capital China,15000000000,1
goPuff,Philadelphia,United States,"Supply chain, logistics, & delivery",Accel,15000000000,1
KK Group,Dongguan,China,E-commerce & direct-to-consumer,Matrix Partners China,3000000000,1
EBANX,Curitiba,Brazil,Fintech,FTV Capital,1000000000,1
Numbrs,Zurich,Switzerland,Fintech,Investment Corporation of Dubai,1000000000,1
C2FO,Leawood,United States,Fintech,Union Square Ventures,1000000000,1
Ibotta,Denver,United States,Fintech,Koch Disruptive Technologies,1000000000,1
Meero,Paris,France,Artificial intelligence,Aglae Ventures,1000000000,1
Yanolja,Seoul,South Korea,Travel,SBI Investment Korea,1000000000,1
KnowBox,Beijing,China,Edtech,TAL Education Group,1000000000,1
SITECH DEV,Guiyang,China,Other,China Prosperity Capital,1000000000,1
VTS,New York,United States,Internet software & services,Trinity Ventures,1000000000,1
Poizon,Shanghai,China,Mobile & telecommunications,DST Global,1000000000,1
Intellifusion,Shenzhen,China,Artificial intelligence,BOC International,1000000000,1
Ynsect,Evry,France,Other,Astanor Ventures,1000000000,1
Aprogen,Seongnam-Si,South Korea,Health,Lindeman Asia Investment,1040000000,1
Rivigo,Gurgaon,India,"Supply chain, logistics, & delivery",SAIF Partners India,1070000000,1
Ivalua,Redwood City,United States,Fintech,Ardian,1100000000,1
GetYourGuide,Berlin,Germany,Travel,Spark Capital,1100000000,1
TELD,Qingdao,China,Fintech,China Reform Fund,1120000000,1
Yimidida,Shanghai,China,"Supply chain, logistics, & delivery",Source Code Capital,1170000000,1
Mininglamp Technology,Beijing,China,Artificial intelligence,Russia-China Investment Fund,1190000000,1
Glossier,New York,United States,Consumer & retail,Forerunner Ventures,1650000000,1
OVO Energy,Bristol,United Kingdom,Other,Mitsubishi Corporation,1280000000,1
The Brandtech Group,New York,United States,Other,Undisclosed,1300000000,1
Tongdun Technology,Hangzhou,China,Cybersecurity,Advantech Capital,1320000000,1
Ouyeel,Shanghai,China,Internet software & services,Taigang Venture Capital,1450000000,1
Bordrin Motors,Shanghai,China,Auto & transportation,China Grand Prosperity Investment,1480000000,1
Yipin Shengxian,Hefei,China,E-commerce & direct-to-consumer,Eastern Bell Capital,1490000000,1
Carzone,Jiangsu,China,E-commerce & direct-to-consumer,"Alibaba Group,Co-Stone Venture Capital",1520000000,1
Baiwang,Beijing,China,Fintech,Guozhong Venture Capital Management,1550000000,1
ezCater,Boston,United States,"Supply chain, logistics, & delivery",Insight Venture Partners,1600000000,1
Lightricks,Jerusalem,Israel,Artificial intelligence,Viola Ventures,1800000000,1
ENOVATE,Shanghai,China,Auto & transportation,Automobile Industry Guidance Fund,1850000000,1
eDaili,Shanghai,China,E-commerce & direct-to-consumer,K2VC,1900000000,1
Trax,,Singapore,Artificial intelligence,Hopu Investment Management,2000000000,1
SmartNews,Tokyo,Japan,Mobile & telecommunications,Japan Post Capital,2000000000,1
OCSiAl,Leudelange,Luxembourg,Other,A&NN,2000000000,1
Loggi,Sao Paulo,Brazil,"Supply chain, logistics, & delivery",Qualcomm Ventures,2000000000,1
Kujiale,Hangzhou,China,Internet software & services,GGV Capital,2000000000,1
Druva,Sunnyvale,United States,Data management & analytics,Nexus Venture Partners,2000000000,1
Mafengwo,Beijing,China,Travel,Qiming Venture Partners,2000000000,1
Kaseya,Miami,United States,Cybersecurity,Insight Partners,2000000000,1
Calm,San Francisco,United States,Internet software & services,Insight Venture Partners,2000000000,1
Huaqin Telecom Technology,Shanghai,China,Mobile & telecommunications,Zhangjiang Haocheng Venture Capital,2190000000,1
Gympass,New York,United States,Internet software & services,General Atlantic,2200000000,1
MUSINSA,Seoul,South Korea,E-commerce & direct-to-consumer,Sequoia Capital,2200000000,1
PolicyBazaar,Gurgaon,India,Fintech,Info Edge,2400000000,1
Cybereason,Boston,United States,Cybersecurity,SoftBank Group,2440000000,1
Pendo,Raleigh,United States,Internet software & services,Contour Venture Partners,2600000000,1
Zipline,South San Francisco,United States,"Supply chain, logistics, & delivery",Sequoia Capital,2800000000,1
OpenAI,San Francisco,United States,Artificial intelligence,Khosla Ventures,2920000000,1
Kraken,San Francisco,United States,Fintech,Bnk To The Future,2920000000,1
CMR Surgical,Cambridge,United Kingdom,Health,Cambridge Innovation Capital,3000000000,1
Wildlife Studios,Sao Paulo,Brazil,Other,Benchmark,3000000000,1
FlixMobility,Munich,Germany,Auto & transportation,Holtzbrinck Ventures,3000000000,1
Scopely,Culver City,United States,Mobile & telecommunications,Greycroft,3300000000,1
Sila Nanotechnologies,Alameda,United States,Other,Bessemer Venture Partners,3300000000,1
