Company, Found Date, City, Nation, Industry, Founder, Investor, Total Founding, Company Type, Operating Status, Last Valuation
Zumfun, 2013, New York, United States, E-Learning, —, —, , Y, Y, 
Zumexo, 2018, Pune, India, Real Estate, Mukund Chanda, —, , Y, N, 
Zumetrics, 2013, Fairfax, United States, Analytics, —, —, , Y, Y, 
Zumero, 2013, Bondville, United States, Enterprise Applications, —, —, , Y, Y, 
Zumen, 2019, Walnut, United States, Enterprise Applications, —, —, , Y, Y, 
Zumedo, 2017, Stettlen, Switzerland, Dental, Dominique Matter, —, , Y, Y, 
Zume Search, 2016, Cleveland, United States, Aerospace, —, —, , Y, Y, 
Zume, 2015, Camarillo, United States, Consumer, Alex Garden, FJ Labs, 423000000, Y, Y, 2250000000
Zumbrota Bearing and Gear, 2017, Zumbrota, United States, Automotive, —, —, , Y, Y, 
Zumbro Education District, 2021, Byron, United States, Education, —, —, , Y, Y, 
Zumbro Discovery, 2013, Rochester, United States, Biotechnology, Horng Chen, Broadview Ventures, 1000000, Y, N, 
Zumbly, 2017, Santa Monica, United States, Real Estate, Jeb Carty, —, 1000000, Y, Y, 
Zumbini, 2016, Hallandale, United States, Child Care, —, —, , Y, Y, 
Zumbat Hub, 2016, Milano, Italy, Digital Marketing, —, —, , Y, Y, 
2018, —, —, —, Space3ac, —, , Y, —
Zumatech, 2016, Haywards Heath, United Kingdom, Software, —, —, , Y, Y, 
Zumaroc, 2020, San Francisco, United States, Cyber Security, Dave Alen, —, , Y, Y, 
Zumanis, 2015, Garza García, Mexico, Health Care, —, —, , Y, Y, 
Zuman, 2013, Pleasanton, United States, Association, Doug Devlin, —, 4000000, Y, Y, 10000000
Zumalka.com, 2016, Montréal, Canada, Alternative Medicine, Suzie Cyrenne, —, , Y, Y, 
Zumado, 2014, San Francisco, United States, Consulting, —, —, , Y, Y, 
Zuma's Cleaning Services, 2016, —, —, —, —, —, , Y, N, 
Zuma Wealth, 2020, Malibu, United States, Advice, Terri Spath, —, , Y, Y, 
Zuma Ventures, 2014, Santa Monica, United States, Internet, Allen Hurff, Kelly Perdew, 100000, Y, Y, 
Zuma Valley, 2015, Malibu, United States, E-Commerce, —, —, , Y, Y, 
Zuma Labs, 2020, London, United Kingdom, —, Chase Bennett, Braemar PLC, 1000000, Y, Y, 
Zuma, 2020, San Francisco, United States, Artificial Intelligence, Kendrick Bradley, Andreessen Horowitz, 7200000, Y, Y, 
ZUMA, 2015, Bilbao, Spain, Manufacturing, Jon Madariaga, EASME - EU Executive Agency for SMEs, 55692, Y, Y, 
2016, Developer Platform, Real Estate, —, —, —, or Profit, Y, —
Zum Media, 2015, Portland, United States, Media and Entertainment, —, —, , Y, Y, 
Zum Maslide, 2014, Seocho, South Korea, Apps, —, —, , Y, Y, 
Zum Guten Heinrich, 2015, Zürich, Switzerland, Catering, Lukas Buhler, Venture Kick, HF10000, Y, Y, 
Zum, 2015, Redwood City, United States, Child Care, Ritu Narayan, Sequoia Capital, 208000000, Y, Y, 930000000
Zulzi, 2013, Johannesburg, South Africa, E-Commerce, Donald Vutlharhi Valoyi, —, AR30000000, Y, Y, 
ZulWeb, 2017, —, —, Blogging Platforms, Zulfiqar Anees, —, , Non-profit, Y, 
Zulupilots, 2021, Paris, France, Air Transportation, Ismail El Belghiti, —, , Y, Y, 
Zuluoji, 2014, Xuhui, China, Commercial Real Estate, —, —, N¥3000000, Y, Y, 
zulul, 2015, Hanover, Germany, Collaboration, Martin Brooks, —, , Y, Y, 
ZuluHood, 2018, Zagreb, Croatia, Information Technology, Maja Krejci, —, , Y, Y, 
ZuluDesk, 2015, Emmen, The Netherlands, Education, John Pals, —, , Y, Y, 
Zulubots, 2015, Miami, United States, Consumer Goods, —, —, , Y, Y, 
Zulu5, 2014, Wädenswil, Switzerland, Advertising, Andreas Gysler, —, , Y, Y, 
Zulu Republic, 2015, Zug, Switzerland, Blockchain, Daniele Sestagalli, —, , Y, Y, 
Zulu Pods, 2020, Davie, United States, Aerospace, Troy Cunningham, —, 425000, Y, Y, 
Zulu Medical, 2014, Roncade, Italy, Cloud Infrastructure, —, —, , Y, Y, 
Zulu Health, 2015, South Pasadena, United States, Health Care, —, —, , Y, Y, 
Zulu Group, 2018, London, United Kingdom, Financial Services, Alexander Asseily, —, , Y, Y, 
Apr 10, Service Industry, Service Industry, antoon van coillie, —, —, or Profit, Y, —
Zulu, 2021, Miami, United States, —, Esteban Villegas, Gaingels, 5000000, Y, Y, 
ZULU, 2016, Jakarta, Indonesia, E-Commerce, —, Gojek, , Y, Y, 
Zuloomi, 2019, Cranbourne, Australia, Accounting, Diane Lucas, —, , Y, Y, 
ZuloConsultants, 2015, New Delhi, India, Education, —, —, , Y, N, 
ZULOC, 2015, Mumbai, India, B2B, —, —, , Y, Y, 
Mar 27, Education, Education, —, —, —, or Profit, Y, —
Zulleon, 2014, Dublin, Ireland, Education, —, Enterprise Ireland, , Y, Y, 
Zulla Vision, 2013, Rishon Le Zion, Israel, Computer Vision, —, —, , Y, Y, 
Zulize Bioscience, 2016, Halifax, Canada, Health Care, —, —, , Y, Y, 
Zulip, 2016, San Francisco, United States, Collaboration, Timothy Abbott, National Science Foundation, 975000, Y, Y, 
Zulik, 2013, Ho Chi Minh City, Vietnam, E-Commerce, Duong Nguyen, —, , Y, N, 
Zuliatec, 2015, Maracaibo, Venezuela, Apps, Jose Joco Gonzalez, —, , Y, Y, 
Zuli, 2017, Belo Horizonte, Brazil, Apps, —, —, , Y, Y, 
Zulfugar, 2018, —, —, —, —, —, , Y, Y, 
Zulay Kitchen, 2015, Clearwater, United States, Consumer Goods, Aaron Cordovez, —, , Y, Y, 
Zulamobile, 2013, Istanbul, Turkey, Apps, —, —, , Y, Y, 
Zulager CPA, 2013, Fort Wayne, United States, Accounting, —, —, , Y, Y, 
ZULAFOOD, 2016, San Antonio, United States, Advertising, —, —, , Y, N, 
Zulafly, 2013, Fargo, United States, Asset Management, —, —, , Y, Y, 
Zula Pte Ltd, 2016, Singapore, Singapore, Media and Entertainment, —, —, , Y, Y, 
Zul Digital, 2016, São Paulo, Brazil, Mobile Apps, Andre Brunetta, —, , Y, Y, 
Zukurri, 2020, Austin, United States, Architecture, Omar Aragon, —, , Y, Y, 
Zuko, 2014, Manchester, United Kingdom, Business Development, —, —, , Y, Y, 
Zukkin, 2015, São Vicente, Brazil, Consulting, Ricardo Forte, —, , Y, Y, 
Zukk, 2019, São José Dos Campos, Brazil, Geospatial, —, —, , Y, Y, 
Zukin Partners, 2018, Los Angeles, United States, Credit, —, —, , Y, Y, 
ZUKI Pet, 2016, Johannesburg, South Africa, Delivery, Chris Irwin, —, , Y, Y, 
Zukaz, 2016, Wodonga, Australia, Apps, Pat Scammell, —, , Y, Y, 
zukan, 2013, Tokyo, Japan, Internet, Junichiro Yamade, —, , Y, Y, 
Zukademy, 2019, Nairobi, Kenya, Artificial Intelligence, Victor Mutua, —, , Y, N, 
ZUKA Partners, 2018, Grand Baie, Mauritius, Commercial Real Estate, —, —, , Y, Y, 
Zuka Media, 2015, Georgetown, Guyana, Advertising, —, —, , Y, Y, 
Zuka, 2013, Port Shepstone, South Africa, B2B, Sizwe Mnamatha, The New Economy Accelerator, , Y, Y, 
ZujuGP, 2021, Singapore, Singapore, Information Technology, Kiat Lim, —, , Y, Y, 
Zuiyou, 2014, Beijing, China, Apps, Jinbo Li, GGV Capital, 165270433, Y, Y, 
Zuitt, 2016, Quezon, Philippines, E-Learning, —, —, , Y, Y, 
Zuigo, 2013, Madrid, Spain, Events, —, —, , Y, N, 
Zuifuli, 2016, Shanghai, China, Employee Benefits, —, —, , Y, Y, 
ZuidWestZeven Marketing, 2014, Den Haag, The Netherlands, Advertising, Nienke Veenstra, —, , Y, Y, 
ZUID Marketing, 2018, Sittard, The Netherlands, Direct Marketing, —, —, , Y, Y, 
Zuid Letselschade, 2020, Heerlen, The Netherlands, —, —, —, , Y, Y, 
Zuicheng Semiconductor Technology, 2016, Shaoxing, China, Industrial, —, —, , Y, Y, 
ZuiCaoPan.com, 2015, Haidian, China, Finance, —, Taoshi Capital, N¥3000000, Y, Y, 
Zui Chun Keji, 2013, Beijing, China, E-Commerce, —, Aurora Private Equity, N¥34450000, Y, Y, 
Zuhda, 2014, Belo Horizonte, Brazil, Internet, Brandon Johns, —, , Y, N, 
Zuhause Plattform, 2015, Berlin, Germany, Building Material, Jan Frederik Harksen, —, , Y, Y, 
Zugvogl GmbH, 2016, Berlin, Germany, Human Resources, —, —, , Y, Y, 
Zugreifen, 2015, Warsaw, Poland, Analytics, —, —, , Y, Y, 
Zuggit, 2019, Schaumburg, United States, Consulting, —, —, , Y, Y, 
Jan 2015, Cloud Computing, Professional Services, Aaron Sandeen, —, —, or Profit, Y, —
Zugata, 2014, Palo Alto, United States, Artificial Intelligence, Philippe Van Nuijs, General Catalyst, 10200000, Y, N, 30000000
ZugarZnap Limited, 2015, Farringdon, United Kingdom, Finance, Julie Rodilosso, —, , Y, Y, 
Zugang Technology Connections Pte Ltd, 2013, Singapore, Singapore, Blockchain, Scott Austin, —, , Y, Y, 
Zugalu, 2013, Calgary, Canada, Gaming, —, —, , Y, Y, 
Zug Monster, 2017, Orange, United States, Digital Signage, —, —, , Y, Y, 
Zufrique, 2017, Valkenswaard, The Netherlands, Consumer Goods, —, —, , Y, Y, 
Zuflo, 2017, Tallinn, Estonia, Artificial Intelligence, —, —, , Y, Y, 
Zuffy Robot, 2014, —, —, Information Technology, Laura Dodson, —, , Y, Y, 
Zuffle, 2013, Prato, Italy, Gaming, Andrea Pezzino, Club Italia Investimenti 2, 100000, Y, Y, 
Zuendt Engineering, 2014, Greenville, United States, Civil Engineering, —, —, , Y, Y, 
Zuendo, 2015, Alcantarilla, Spain, E-Commerce, —, —, , Y, Y, 
Zudy, 2013, Miami Beach, United States, Computer, Tom Kennedy, Miami Stuff, 7500000, Y, Y, 
Zudu, 2014, Dundee, United Kingdom, Advertising, —, —, , Y, Y, 
ZUDO, 2017, Farmington Hills, United States, Fashion, Ibraheem Nadeem, —, , Y, Y, 
Zudian, 2016, Shenzhen, China, Energy, Mingxing Chen, —, , Y, Y, 
Zudello, 2018, Melbourne, Australia, Computer, —, —, , Y, Y, 
Zude PR, 2014, Glasgow, United Kingdom, Marketing, —, —, , Y, Y, 
Zuddl, 2020, San Francisco, United States, Digital Media, Bharath Varma, Y Combinator, 15350000, Y, Y, 
Zucla, 2014, London, United Kingdom, Cooking, Dev Shah, —, 247670, Y, Y, 
Zucklight, 2016, Cape May, United States, Manufacturing, Greg Hovannisyan, —, 202457, Y, Y, 
Zuck Independent Agency, 2017, Yerevan, Armenia, Advertising, —, —, , Y, Y, 
Zuci Systems, 2016, Downers Grove, United States, Artificial Intelligence, Anil Kumar Sannareddy, —, , Y, Y, 
Zuccolotto Designs, 2013, El Dorado Hills, United States, Fashion, —, —, , Y, Y, 
Zucchabar, 2018, San Francisco, United States, Artificial Intelligence, Marjan Panic, —, 500000, Y, N, 
ZUCCA, 2020, Kuala Lumpur, Malaysia, E-Commerce, —, Malaysian Co-investment Fund (MyCIF), YR1126875, Y, Y, 
Zucate, 2016, Pune, India, E-Learning, Moitreyee Goswami, —, , Y, Y, 
ZuCasa, 2020, Marina Del Rey, United States, —, —, —, , Y, Y, 
Zucara Therapeutics, 2015, Vancouver, Canada, Biotechnology, Michael Riddell, JDRF (The Juvenile Diabetes Research Foundation), 26807893, Y, Y, 
ZuCar, 2019, Dublin, Ireland, Automotive, —, —, , Y, Y, 
Aug 30, Consulting, Product Design, —, —, —, or Profit, Y, —
Zuby, 2018, —, —, Software, —, —, , Y, Y, 
Zubut, 2015, Zapopan, Mexico, B2B, Jorge Arambula, Redwood Ventures, , Y, Y, 
Zubtitle, 2018, Charleston, United States, Productivity Tools, Baird Hall, —, , Y, Y, 
Zubstr, 2019, Hyderabad, India, —, Syed Zubair Ahmed, —, , Y, Y, 
2017, —, —, —, —, —, or Profit, Y, —
ZubrSoft, 2017, Minsk, Belarus, Business Development, —, —, , Y, Y, 
Zubr, 2014, Bristol, United Kingdom, Video, —, —, , Y, Y, 
Zubok CRM, 2021, Torrevieja, Spain, Artificial Intelligence, Yurii Panurov, Support Ukrainian Startups NOW Program, 3000, Y, Y, 
ZuBlu, 2017, Dartmouth, United Kingdom, Adventure Travel, Adam Broadbent, Wavemaker Partners, 1568050, Y, Y, 
Zubizu App, 2014, Istanbul, Turkey, Advertising, —, —, , Y, Y, 
Zubits, 2013, Danville, United States, E-Commerce, —, —, , Y, Y, 
Zubii, 2013, Seattle, United States, —, —, —, , Y, Y, 
Zubia People & Business, 2014, Mexico City, Mexico, Management Consulting, —, —, , Y, Y, 
Zubia, 2016, New York, United States, Fitness, —, —, , Y, Y, 
Zubi.ai, 2018, Helsingborg, Sweden, Artificial Intelligence, Alexander Ekdahl, —, , Y, Y, 
Zubi, 2020, Buenos Aires, Argentina, Advice, —, —, , Y, Y, 
Zuberi Technologies Limited, 2020, Accra, Ghana, FinTech, Julian Owusu, Good Soil VC, 150000, Y, Y, 
Jan 8, —, —, —, Unnamed Unnamed, £22, , Y, —
Zuber, 2017, Esenyurt, Turkey, Food and Beverage, —, Turkven Private Equity, , Y, Y, 
Zube, 2015, San Francisco, United States, Collaboration, Aaron O'Connell, Forum Ventures, 50000, Y, Y, 
zubbit.io, 2016, Kenilworth, United Kingdom, Advertising, Phil Spilsbury, —, , Y, Y, 
Zubax Robotics, 2014, Tallinn, Estonia, Manufacturing, Anton Krol, —, , Y, Y, 
Zubale, 2018, Mexico City, Mexico, Android, Allison Campbell, Global Founders Capital, 48000000, Y, Y, 
Feb 8, —, —, —, —, —, or Profit, Y, —
Zuara, 2015, Bern, Switzerland, Consulting, —, —, , Y, Y, 
Zuar, 2015, Austin, United States, Analytics, Joel Stellner, —, , Y, Y, 
ZualaCapital, 2021, —, —, Financial Services, Pakam Joel Johnson, —, , Y, Y, 
Ztyling Online Services Private Limited, 2014, Chennai, India, Health Care, Gervasis Mary Rose Felishia, —, , Y, Y, 
ZTX Advisors, 2017, Houston, United States, Accounting, —, —, , Y, Y, 
ZTRIV, 2022, Yogyakarta, Indonesia, Software, Achmad Taufik, —, , Y, Y, 
ZTRIC, 2015, Georgia, United States, Energy, —, —, , Y, Y, 
Ztreak, 2019, Chennai, India, Sports, Nikita Sundaram, —, , Y, N, 
Ztractor, 2017, Palo Alto, United States, Artificial Intelligence, Bakur Kvezereli, —, 2100000, Y, Y, 
Ztove, 2017, Odense, Denmark, Food and Beverage, —, —, , Y, Y, 
Ztory, 2013, Karlstad, Sweden, Consumer, Martin Samami, Wellington Partners, , Y, Y, 
Ztorie, 2017, San Francisco, United States, Internet, —, —, , Y, N, 
Ztore, 2015, Kowloon City, Hong Kong, Delivery, Clarence Ling, Welight Capital, 17500000, Y, Y, 
Ztorage, 2017, Stockholm, Sweden, E-Commerce, —, —, , Y, Y, 
ZtoH, 2017, Jakarta, Indonesia, E-Learning, Dwiki Budhitama, —, 100000, Y, Y, 
Ztocky, 2014, Vadodara, India, Apps, —, —, , Y, N, 
ZTO Freight, 2016, Jiaxing, China, Logistics, —, Sequoia Capital China, 100000000, Y, Y, 
Mar 11, Health Care, Medical, —, —, —, or Profit, Y, —
ZTLment, 2020, Copenhagen, Denmark, B2B, Jason Spasovski, Giant Ventures, 1300000, Y, Y, 
ZTL Payment Solution, 2018, Oslo, Norway, B2B, Andreas Bjerke, —, 11266762, Y, Y, 
ZTICKERZ, 2015, Leidschendam, The Netherlands, Advertising, —, —, , Y, Y, 
ZTI Communications, 2014, Lannion, France, Computer, —, —, , Y, Y, 
ZTech Studio, 2017, Muzaffarabad, Pakistan, Consulting, —, —, , Y, Y, 
ZTech, 2014, New York, United States, Consulting, —, —, , Y, Y, 
ZTE9 Corporation, 2014, Shanghai, China, Broadcasting, —, —, N¥12500000, Y, N, 
zTailors, 2014, Oakland, United States, Internet, George Zimmer, —, , Y, Y, 
Jul 1, Fitness, Wellness, Quan Gan, —, —, or Profit, Y, —
ZTABS, 2016, Houston, United States, Consulting, —, —, , Y, Y, 
ZT Wealth, 2015, Houston, United States, Banking, —, —, , Y, Y, 
ZT Sliver Pay, 2016, Houston, United States, Accounting, —, —, , Y, Y, 
ZT Markets, 2016, —, —, Business Information Systems, —, —, , Y, Y, 
ZT Consulting Group, 2013, Pasadena, United States, Construction, —, —, , Y, Y, 
ZSuite Technologies, 2019, Burlington, United States, Banking, Jay Tuli, S3 Ventures, 17000000, Y, Y, 
Sealed, 2012, New York, United States, Clean Energy, Andy Frank, Fifth Wall, 83494966, Y, Y, 
AppZen, 2012, San Jose, United States, Accounting, Anant Kale, 500 Global, 100600000, Y, Y, 500000000
Visby Medical, 2012, San Jose, United States, Health Care, Adam de la Zerda, Cedars Sinai, 375111564, Y, Y, 1060000000
ScyllaDB, 2012, Palo Alto, United States, Enterprise Software, Avi Kivity, Bessemer Venture Partners, 60000000, Y, Y, 
AMBOSS, 2012, Berlin, Germany, E-Learning, Benedikt Hochkirchen, Cherry Ventures, 39076352, Y, Y, 
Wazoku, 2012, London, United Kingdom, Innovation Management, Simon Hill, Octopus Ventures, 19262893, Y, Y, 
Makers, 2012, London, United Kingdom, EdTech, Evgeny Shadchnev, Business Growth Fund, 9337549, Y, Y, 
Prospa, 2012, Sydney, Australia, Finance, Beau Bertoli, The Carlyle Group, 96652415, Y, Y, 
Gold Farm, 2012, Coimbatore, India, Agriculture, Abhilash Thirupathy, Waaree, 2531685, Y, N, 
Padlet, 2012, San Francisco, United States, Education, Nitesh Goel, Y Combinator, 13200000, Y, Y, 4000000
Souche, 2012, Hangzhou, China, Automotive, Junhong Yao, Warburg Pincus, 1213400000, Y, Y, 
Union Kitchen, 2012, Washington, United States, Finance, Cullen Gilchrist, —, 1000000, Y, Y, 
Daydaycook, 2012, Sheung Wan, Hong Kong, Cooking, Norma Chu, 500 Global, 65575889, Y, Y, 
Quandoo, 2012, Berlin, Germany, Product Design, Antoine Martin, Cherry Ventures, 39500000, Y, Y, 
Drip, 2012, Minneapolis, United States, E-Commerce, Rob Walling, Brooklyn Bridge Ventures, 1000000, Y, Y, 
JetSmarter, 2012, Fort Lauderdale, United States, Apps, Lolita Frangulyan, Chang Corporation, 130200000, Y, Y, 1600000000
Tile, 2012, San Mateo, United States, Apps, Mike Farley, Tencent, 141000000, Y, Y, 350000000
Plecto, 2012, Aarhus, Denmark, Enterprise Software, Aleš Kocjančič, Nordic Eye Venture Capital, 1523624, Y, Y, 
Nearify, 2012, Delhi, India, Artificial Intelligence, Avelo Roy, India Quotient, 300000, Y, Y, 
Sunrise, 2012, Paris, France, Apps, Jeremy Le Van, 500 Global, 10295960, Y, N, 
Web3, 2012, Brisbane, Australia, Advertising, James Banks, —, , Y, Y, 
Digital Global Systems, 2012, Fairfax, United States, Database, Daniel Carbajal, Ancora, 27750000, Y, Y, 60000000
Lifetrack Medical Systems, 2012, Singapore, Singapore, B2B, Eric Schulze, UOB Venture, 5700000, Y, Y, 
Infinite Analytics, 2012, Cambridge, United States, Analytics, Akash Bhatia, MassChallenge, 4050589, Y, Y, 
Gaming Corp, 2012, Stockholm, Sweden, Computer, Jens Larsson, The Global Emerging Markets Group, EK91000000, Y, Y, 
LeCab, 2012, Paris, France, Automotive, Benjamin Cardoso, Sebastien Breteau, 10880030, Y, Y, 
Soko Glam, 2012, New York, United States, Beauty, Charlotte Cho, —, 2000000, Y, Y, 
QPID Health, 2012, Boston, United States, Analytics, Michael Zalis, Matrix Partners, 16700000, Y, N, 
SkyGiraffe, 2012, San Mateo, United States, Android, Boaz Hecht, 500 Global, 10500000, Y, N, 
Illumigyn, 2012, Neve Ilan, Israel, Artificial Intelligence, Lior Greenstein, Yozma Group, 33000000, Y, Y, 
Cingulate Therapeutics, 2012, Morristown, United States, Biotechnology, Craig Gilgallon, Werth Family Investment Associates, 7575000, Y, Y, 
QRA, 2012, Halifax, Canada, Artificial Intelligence, Dean Tsaltas, Innovacorp, 4578425, Y, Y, 
Conversion Capital, 2012, New York, United States, Financial Services, Christian Lawless, Bienville Capital, , Y, Y, 
Muzzley, 2012, Lisbon, Portugal, Information Technology, Domingos Bruges, Techstars, 4896500, Y, Y, 
Propshop24, 2012, Mumbai, India, E-Commerce, Amtosh Singh, —, 500000, Y, Y, 
CultureAlley, 2012, Jaipur, India, Apps, Nishant Patni, 500 Global, 6845000, Y, N, 
VST Enterprises, 2012, Manchester, United Kingdom, Consumer, Louis-James Davis, Chris Lightbody, 11400000, Y, Y, 
Package Concierge, 2012, Medfield, United States, Architecture, Georgianna W. Oliver, —, 1800000, Y, Y, 
1QBit, 2012, Vancouver, Canada, Information Services, Andrew Fursman, Allianz, 35610990, Y, Y, 
ZipMatch, 2012, Taguig, Philippines, Marketplace, Chow Paredes, 500 Global, 3100000, Y, Y, 
INKKAS, 2012, New York, United States, E-Commerce, Dan Ben-Nun, —, 400000, Y, Y, 
SATIM, 2012, Kraków, Poland, —, Jacek Strzelczyk, Techstars, 1170458, Y, Y, 
Prime Japan, 2012, Tokyo, Japan, CRM, Nobuhiro Abe, East Ventures, 100000000, Y, Y, 
MediaCrossing, 2012, Stamford, United States, Advertising, Michael K. Kalman, Connecticut Innovations, 8700000, Y, Y, 25000000
Beem, 2012, London, United Kingdom, Collaboration, Lee Lomax, Pitch@Palace, 573406, Y, Y, 
Amlat, 2012, Madison, United States, Agriculture, —, —, 20000000, Y, N, 
Trivato, 2012, Stockholm, Sweden, Developer Tools, Alexander Palm, DHS Venture Partners, 831784, Y, N, 
SalesSeek, 2012, London, United Kingdom, B2B, David Mytton, Sussex Place Ventures, 650000, Y, Y, 
Defense.Net, 2012, Belmont, United States, Cloud Computing, Barrett Lyon, Bessemer Venture Partners, 9500000, Y, Y, 
DashBurst, 2012, Las Vegas, United States, Apps, Daniel Zeevi, —, 15529, Y, Y, 













Telepathy, 2012, Sunnyvale, United States, Consumer Electronics, Takahito Iguchi, Firsthand Technology Value Fund, 5000000, Y, Y, 
GeneYouIn, 2012, Toronto, Canada, Analytics, Ruslan Dorfman, Ontario Centres of Excellence, 150000, Y, Y, 
Rent a Local Friend, 2012, Rio De Janeiro, Brazil, Location Based Services, Alice Moura, —, 200000, Y, Y, 
